BoardName;AnnualReportDate;CommitteeName;DirectorName;CommitteeRoleName;FunctionalExperience;BoardRole;BrdPosition;DirRoleStatus;BoardID;NED;DirectorID;Ticker
PITNEY BOWES INC;01/12/2018;Audit;Doug Hutcheson;Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Doug Hutcheson joined this role in 09 Jul 2012;24531;Yes;510934;PBI
PITNEY BOWES INC;01/12/2018;Finance;Doug Hutcheson;Member;;Independent Director;Yes;Doug Hutcheson joined this role in 09 Jul 2012;24531;Yes;510934;PBI
PITNEY BOWES INC;01/12/2018;Executive;Marc Lautenbach;Member;;President/CEO;Yes;Marc Lautenbach joined this role in 03 Dec 2012;24531;No;1077856;PBI
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Audit;Don Shepard;Member;;Presiding Lead Independent Director;Yes;Don Shepard joined this role in 22 Apr 2008;24669;Yes;16893;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Executive;Don Shepard;Chairman;;Presiding Lead Independent Director;Yes;Don Shepard joined this role in 26 Apr 2016;24669;Yes;16893;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Risk;Don Shepard;Member;;Presiding Lead Independent Director;Yes;Don Shepard joined this role in 28 Apr 2015;24669;Yes;16893;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Nominating and Governance;Don Shepard;Chairman;Chairman(3);Presiding Lead Independent Director;Yes;Don Shepard joined this role in 28 Apr 2015;24669;Yes;16893;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Nominating and Governance;Don Shepard;Chairman;Chairman/CEO(1);Presiding Lead Independent Director;Yes;Don Shepard joined this role in 28 Apr 2015;24669;Yes;16893;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Nominating and Governance;Don Shepard;Chairman;Chairman/President/CEO(3);Presiding Lead Independent Director;Yes;Don Shepard joined this role in 28 Apr 2015;24669;Yes;16893;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Nominating and Governance;Don Shepard;Chairman;President/CEO(3);Presiding Lead Independent Director;Yes;Don Shepard joined this role in 28 Apr 2015;24669;Yes;16893;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Executive;Denny Strigl;Member;;Independent Director;Outside;Denny Strigl departed in 24 Apr 2018;24669;Yes;33113;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Personnel and Compensation;Denny Strigl;Chairman;;Independent Director;Outside;Denny Strigl departed in 24 Apr 2018;24669;Yes;33113;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Nominating and Governance;Denny Strigl;Member;President/CEO(4);Independent Director;Outside;Denny Strigl departed in 24 Apr 2018;24669;Yes;33113;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Audit;Greg Wasson;Financial Expert;;Independent Director;Yes;Greg Wasson departed in 01 Oct 2018;24669;Yes;34413;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Executive;Chuck Bunch;Member;;Independent Director;Yes;Chuck Bunch joined this role in 24 Apr 2018;24669;Yes;36116;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Personnel and Compensation;Chuck Bunch;Chairman;;Independent Director;Yes;Chuck Bunch joined this role in 24 Apr 2018;24669;Yes;36116;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Nominating and Governance;Chuck Bunch;Member;Chairman(2);Independent Director;Yes;Chuck Bunch joined this role in 22 Apr 2008;24669;Yes;36116;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Nominating and Governance;Chuck Bunch;Member;Chairman/CEO(1);Independent Director;Yes;Chuck Bunch joined this role in 22 Apr 2008;24669;Yes;36116;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Nominating and Governance;Chuck Bunch;Member;Chairman/President/CEO(1);Independent Director;Yes;Chuck Bunch joined this role in 22 Apr 2008;24669;Yes;36116;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Nominating and Governance;Chuck Bunch;Member;Deputy Chairman(1);Independent Director;Yes;Chuck Bunch joined this role in 22 Apr 2008;24669;Yes;36116;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Nominating and Governance;Chuck Bunch;Member;President/CEO(1);Independent Director;Yes;Chuck Bunch joined this role in 22 Apr 2008;24669;Yes;36116;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Audit;Rick Kelson;Chairman / Financial Expert;Executive VP/CFO(3);Independent Director;Outside;Rick Kelson joined this role in 28 Apr 2015;24669;Yes;37581;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Executive;Rick Kelson;Member;;Independent Director;Outside;Rick Kelson joined this role in 28 Apr 2015;24669;Yes;37581;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Personnel and Compensation;Rick Kelson;Member;;Independent Director;Outside;Rick Kelson joined this role in 25 Apr 2006;24669;Yes;37581;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Risk;Jane Pepper;Member;;Independent Director;Outside;Jane Pepper departed in 24 Apr 2018;24669;Yes;44001;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Risk;Lorene Steffes;Member;;Independent Director;Yes;Lorene Steffes departed in 24 Apr 2018;24669;Yes;44016;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Executive;William Demchak;Member;;Chairman/President/CEO;Yes;William Demchak joined this role in 28 Apr 2015;24669;No;44576;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Risk;William Demchak;Member;;Chairman/President/CEO;Yes;William Demchak joined this role in 23 Apr 2013;24669;No;44576;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Personnel and Compensation;Michael Ward;Member;;Independent Director;Yes;Michael Ward joined this role in 07 Jan 2016;24669;Yes;52242;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Nominating and Governance;Michael Ward;Member;Chairman/CEO(1);Independent Director;Yes;Michael Ward joined this role in 07 Jan 2016;24669;Yes;52242;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Nominating and Governance;Michael Ward;Member;Chairman/President/CEO(1);Independent Director;Yes;Michael Ward joined this role in 07 Jan 2016;24669;Yes;52242;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Nominating and Governance;Michael Ward;Member;President/CEO(1);Independent Director;Yes;Michael Ward joined this role in 07 Jan 2016;24669;Yes;52242;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Risk;Dan Hesse;Member;;Independent Director;Yes;Dan Hesse joined this role in 07 Jan 2016;24669;Yes;54581;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Audit;Debra Cafaro;Member;;Independent Director;Yes;Debra Cafaro joined this role in 10 Aug 2017;24669;Yes;180625;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Personnel and Compensation;Debra Cafaro;Member;;Independent Director;Yes;Debra Cafaro joined this role in 24 Apr 2018;24669;Yes;180625;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Risk;Kay James;Member;;Independent Director;Yes;Kay James departed in 15 Feb 2018;24669;Yes;203301;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Nominating and Governance;Kay James;Member;Chairman(1);Independent Director;Yes;Kay James departed in 15 Feb 2018;24669;Yes;203301;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Executive;Andrew Feldstein;Member;;Independent Director;Yes;Andrew Feldstein joined this role in 24 Aug 2015;24669;Yes;1319614;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Risk;Andrew Feldstein;Chairman;;Independent Director;Yes;Andrew Feldstein joined this role in 28 Apr 2015;24669;Yes;1319614;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Personnel and Compensation;Andrew Feldstein;Member;;Independent Director;Yes;Andrew Feldstein joined this role in 15 Aug 2013;24669;Yes;1319614;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Nominating and Governance;Andrew Feldstein;Member;;Independent Director;Yes;Andrew Feldstein joined this role in 24 Apr 2018;24669;Yes;1319614;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Audit;Marty Pfinsgraff;Member;;Independent Director;Yes;Marty Pfinsgraff joined this role in 04 Jan 2018;24669;Yes;1334503;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Executive;Marty Pfinsgraff;Member;;Independent Director;Yes;Marty Pfinsgraff joined this role in 04 Jan 2018;24669;Yes;1334503;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Risk;Marty Pfinsgraff;Member;;Independent Director;Yes;Marty Pfinsgraff joined this role in 04 Jan 2018;24669;Yes;1334503;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Audit;Marjorie Cheshire;Member;;Independent Director;Yes;Marjorie Cheshire departed in 24 Apr 2018;24669;Yes;1467991;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Risk;Marjorie Cheshire;Member;;Independent Director;Yes;Marjorie Cheshire joined this role in 12 Nov 2014;24669;Yes;1467991;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Nominating and Governance;Marjorie Cheshire;Member;;Independent Director;Yes;Marjorie Cheshire joined this role in 24 Apr 2018;24669;Yes;1467991;PNC
PNC FINANCIAL SERVICES GROUP INC;01/12/2018;Risk;Brigadier General Linda Medler;Member;;Independent Director;Yes;Brigadier General Linda Medler joined this role in 04 Jan 2018;24669;Yes;1969302;PNC
RALPH LAUREN CORP;01/03/2018;Nominating and Governance;Bob Wright;Member;Chairman/CEO(3);Independent Director;Yes;Bob Wright joined this role in 09 Aug 2007;24726;Yes;32454;RL
RALPH LAUREN CORP;01/03/2018;Nominating and Governance;Bob Wright;Member;President/CEO(1);Independent Director;Yes;Bob Wright joined this role in 09 Aug 2007;24726;Yes;32454;RL
RALPH LAUREN CORP;01/03/2018;Nominating and Governance;Bob Wright;Member;Vice Chairman(1);Independent Director;Yes;Bob Wright joined this role in 09 Aug 2007;24726;Yes;32454;RL
RALPH LAUREN CORP;01/03/2018;Audit;Frank Bennack Jr;Chairman / Financial Expert;;Lead Independent Director;Yes;Frank Bennack Jr joined this role in 15 Aug 2002;24726;Yes;33540;RL
RALPH LAUREN CORP;01/03/2018;Compensation;Frank Bennack Jr;Member;;Lead Independent Director;Yes;Frank Bennack Jr joined this role in May 1999;24726;Yes;33540;RL
RALPH LAUREN CORP;01/03/2018;Organizational Development and Compensation;Frank Bennack Jr;Member;;Lead Independent Director;Yes;Frank Bennack Jr joined this role in 2018;24726;Yes;33540;RL
RALPH LAUREN CORP;01/03/2018;Compensation;Professor Joel Fleishman;Chairman;;Independent Director;Yes;Professor Joel Fleishman joined this role in 15 Aug 2002;24726;Yes;35341;RL
RALPH LAUREN CORP;01/03/2018;Organizational Development and Compensation;Professor Joel Fleishman;Chairman;;Independent Director;Yes;Professor Joel Fleishman joined this role in 2018;24726;Yes;35341;RL
RALPH LAUREN CORP;01/03/2018;Nominating and Governance;Professor Joel Fleishman;Member;;Independent Director;Yes;Professor Joel Fleishman joined this role in May 2004;24726;Yes;35341;RL
RALPH LAUREN CORP;01/03/2018;Audit;John Alchin;Financial Expert;;Independent Director;Yes;John Alchin joined this role in 06 Feb 2007;24726;Yes;40946;RL
RALPH LAUREN CORP;01/03/2018;Finance;John Alchin;Member;;Independent Director;Yes;John Alchin joined this role in 10 Aug 2017;24726;Yes;40946;RL
RALPH LAUREN CORP;01/03/2018;Finance;Judith McHale;Member;;Independent Director;Yes;Judith McHale joined this role in 10 Aug 2017;24726;Yes;48426;RL
RALPH LAUREN CORP;01/03/2018;Nominating and Governance;Judith McHale;Member;President/CEO(2);Independent Director;Yes;Judith McHale joined this role in 08 Nov 2011;24726;Yes;48426;RL
RALPH LAUREN CORP;01/03/2018;Audit;Professor Doctor Joyce Brown;Member;;Independent Director;Yes;Professor Doctor Joyce Brown joined this role in May 2002;24726;Yes;84277;RL
RALPH LAUREN CORP;01/03/2018;Nominating and Governance;Professor Doctor Joyce Brown;Chairwoman;CEO(1);Independent Director;Yes;Professor Doctor Joyce Brown joined this role in 11 Aug 2005;24726;Yes;84277;RL
RALPH LAUREN CORP;01/03/2018;Audit;Hubert Joly;Financial Expert;;Independent Director;Yes;Hubert Joly departed in 10 Aug 2017;24726;Yes;801207;RL
RALPH LAUREN CORP;01/03/2018;Finance;Hubert Joly;Chairman;;Independent Director;Yes;Hubert Joly joined this role in 10 Aug 2017;24726;Yes;801207;RL
RALPH LAUREN CORP;01/03/2018;Compensation;Hubert Joly;Member;;Independent Director;Yes;Hubert Joly joined this role in 2009;24726;Yes;801207;RL
RALPH LAUREN CORP;01/03/2018;Organizational Development and Compensation;Hubert Joly;Member;;Independent Director;Yes;Hubert Joly joined this role in 2018;24726;Yes;801207;RL
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Audit;Walter Forrest;Financial Expert;;Independent Chairman;Yes;Walter Forrest joined this role in 09 Jul 2013;24744;Yes;320679;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Compensation;Walter Forrest;Member;;Independent Chairman;Yes;Walter Forrest joined this role in 09 Jul 2013;24744;Yes;320679;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Nominating and Corporate Governance;Walter Forrest;Chairman;Chairman(1);Independent Chairman;Yes;Walter Forrest joined this role in 15 Jul 2015;24744;Yes;320679;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Nominating and Corporate Governance;Walter Forrest;Chairman;Chairman/President/CEO(1);Independent Chairman;Yes;Walter Forrest joined this role in 15 Jul 2015;24744;Yes;320679;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Nominating and Corporate Governance;Walter Forrest;Chairman;Independent Chairman(2);Independent Chairman;Yes;Walter Forrest joined this role in 15 Jul 2015;24744;Yes;320679;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Audit;Doctor David Dreisinger;Member;;Independent Director;Yes;Doctor David Dreisinger joined this role in 09 Jul 2013;24744;Yes;531069;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Nominating and Corporate Governance;Doctor David Dreisinger;Member;President/CEO(1);Independent Director;Yes;Doctor David Dreisinger joined this role in 10 Jul 2012;24744;Yes;531069;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Health Safety Environment & Community;Doctor David Dreisinger;Member;;Independent Director;Yes;Doctor David Dreisinger joined this role in 13 Jul 2016;24744;Yes;531069;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Technical Steering;Doctor David Dreisinger;Chairman;;Independent Director;Yes;Doctor David Dreisinger joined this role in 2016;24744;Yes;531069;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Compensation;Stephen Rowland;Member;;Director - SD;Yes;Stephen Rowland joined this role in 19 Jul 2017;24744;Yes;762761;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Nominating and Corporate Governance;Stephen Rowland;Member;;Director - SD;Yes;Stephen Rowland joined this role in 09 Jul 2013;24744;Yes;762761;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Compensation;Al Hodnik;Chairman;;Independent Director;Yes;Al Hodnik joined this role in 09 Jul 2013;24744;Yes;884774;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Nominating and Corporate Governance;Al Hodnik;Member;Chairman/President/CEO(1);Independent Director;Yes;Al Hodnik departed in 27 Jun 2018;24744;Yes;884774;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Nominating and Corporate Governance;Al Hodnik;Member;President/CEO(1);Independent Director;Yes;Al Hodnik departed in 27 Jun 2018;24744;Yes;884774;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Health Safety Environment & Community;Al Hodnik;Member;;Independent Director;Yes;Al Hodnik joined this role in 13 Jul 2016;24744;Yes;884774;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Audit;Mike Sill;Chairman;;Independent Director;Yes;Mike Sill joined this role in 09 Jul 2013;24744;Yes;1111639;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Compensation;Mike Sill;Member;;Independent Director;Yes;Mike Sill departed in 27 Jun 2018;24744;Yes;1111639;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Nominating and Corporate Governance;Mike Sill;Member;President/CEO(1);Independent Director;Yes;Mike Sill joined this role in 27 Jun 2018;24744;Yes;1111639;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Health Safety Environment & Community;Jon Cherry;Chairman;;President/CEO;Yes;Jon Cherry joined this role in 13 Jul 2016;24744;No;1249034;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Technical Steering;Jon Cherry;Member;;President/CEO;Yes;Jon Cherry joined this role in 07 Nov 2013;24744;No;1249034;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Audit;Helen Harper;Ex-Officio;;Director - SD;Yes;Helen Harper joined this role in 13 Jul 2016;24744;Yes;1726685;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Nominating and Corporate Governance;Helen Harper;Ex-Officio;;Director - SD;Yes;Helen Harper joined this role in 19 Jul 2017;24744;Yes;1726685;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Health Safety Environment & Community;Helen Harper;Member;;Director - SD;Yes;Helen Harper joined this role in 13 Jul 2016;24744;Yes;1726685;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Technical Steering;Helen Harper;Member;;Director - SD;Yes;Helen Harper joined this role in 13 Jul 2016;24744;Yes;1726685;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Compensation;Dennis Bartlett;Member;;Independent Director;Yes;Dennis Bartlett joined this role in 27 Jun 2018;24744;Yes;1903015;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Health Safety Environment & Community;Dennis Bartlett;Member;;Independent Director;Yes;Dennis Bartlett joined this role in 19 Jul 2017;24744;Yes;1903015;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Technical Steering;Dennis Bartlett;Member;;Independent Director;Yes;Dennis Bartlett joined this role in 19 Jul 2017;24744;Yes;1903015;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Health Safety Environment & Community;Mike Ciricillo;Member;;Director - SD;Yes;Mike Ciricillo joined this role in 19 Jul 2017;24744;Yes;1903016;POM
POLYMET MINING CORP (De-listed 11/2023);01/12/2018;Technical Steering;Mike Ciricillo;Member;;Director - SD;Yes;Mike Ciricillo joined this role in 19 Jul 2017;24744;Yes;1903016;POM
PPG INDUSTRIES INC;01/12/2018;Technology and Environment;Michele Hooper;Member;;Independent Director;Yes;Michele Hooper joined this role in 21 Apr 2016;24887;Yes;34875;PPG
PPG INDUSTRIES INC;01/12/2018;Nominating and Governance;Michele Hooper;Member;President/CEO(3);Independent Director;Yes;Michele Hooper joined this role in Jan 2000;24887;Yes;34875;PPG
PPG INDUSTRIES INC;01/12/2018;Nominating and Governance;Jim Berges;Member;Chairman(6);Independent Director;Yes;Jim Berges joined this role in Oct 2000;24887;Yes;35222;PPG
PPG INDUSTRIES INC;01/12/2018;Nominating and Governance;Jim Berges;Member;Vice Chairman(1);Independent Director;Yes;Jim Berges joined this role in Oct 2000;24887;Yes;35222;PPG
PPG INDUSTRIES INC;01/12/2018;Officers—Directors Compensation;Jim Berges;Chairman;;Independent Director;Yes;Jim Berges joined this role in 21 Apr 2016;24887;Yes;35222;PPG
PPG INDUSTRIES INC;01/12/2018;Technology and Environment;John Faraci Jr;Member;;Independent Director;Yes;John Faraci Jr joined this role in 16 Apr 2015;24887;Yes;43286;PPG
PPG INDUSTRIES INC;01/12/2018;Nominating and Governance;John Faraci Jr;Member;CEO/MD(1);Independent Director;Yes;John Faraci Jr joined this role in 18 Oct 2012;24887;Yes;43286;PPG
