BoardName;Ticker;AnnualReportDate;CommitteeName;DirectorName;CommitteeRoleName;FunctionalExperience;BoardRole;BrdPosition;DirRoleStatus;BoardID;NED;DirectorID
MOODYS CORP;MCO;01/12/2018;Audit;Doctor James Duffie;Member;;Independent Director;Yes;Doctor James Duffie departed in 24 Apr 2018;21071;Yes;760942
MOODYS CORP;MCO;01/12/2018;Audit;Kathy Hill;Member;;Independent Director;Yes;Kathy Hill joined this role in 27 Oct 2011;21071;Yes;1047830
MOODYS CORP;MCO;01/12/2018;Audit;Doctor Gerrit Zalm;Financial Expert;CFO(1);Independent Director;Yes;Doctor Gerrit Zalm joined this role in 24 Apr 2018;21071;Yes;1284730
MOODYS CORP;MCO;01/12/2018;Audit;Leslie Seidman;Chairwoman / Financial Expert;;Independent Director;Yes;Leslie Seidman joined this role in 12 Apr 2016;21071;Yes;1359391
MORGAN STANLEY (Morgan Stanley Dean Witter & Co prior to 07/2002);MS;01/12/2018;Audit;Perry Traquina;Financial Expert;;Independent Director;Yes;Perry Traquina joined this role in 19 May 2015;21105;Yes;140323
MORGAN STANLEY (Morgan Stanley Dean Witter & Co prior to 07/2002);MS;01/12/2018;Audit;The Rt. Hon. Alistair Darling;Member;;Independent Director;Yes;The Rt. Hon. Alistair Darling joined this role in 01 Sep 2017;21105;Yes;508334
MORGAN STANLEY (Morgan Stanley Dean Witter & Co prior to 07/2002);MS;01/12/2018;Audit;Dennis Nally;Financial Expert;;Independent Director;Yes;Dennis Nally joined this role in 01 Dec 2016;21105;Yes;841921
MORGAN STANLEY (Morgan Stanley Dean Witter & Co prior to 07/2002);MS;01/12/2018;Audit;Bob Herz;Chairman / Financial Expert;;Independent Director;Yes;Bob Herz joined this role in 01 Feb 2014;21105;Yes;1119702
MOTOROLA SOLUTIONS INC;MSI;01/12/2018;Audit;Judy Lewent;Chair/Financial Expert;Executive VP/CFO(3);Independent Director;Yes;Judy Lewent joined this role in 30 Apr 2012;21174;Yes;31538
MOTOROLA SOLUTIONS INC;MSI;01/12/2018;Audit;Judy Lewent;Chair/Financial Expert;VP/CFO(1);Independent Director;Yes;Judy Lewent joined this role in 30 Apr 2012;21174;Yes;31538
MOTOROLA SOLUTIONS INC;MSI;01/12/2018;Audit;Clay Jones;Financial Expert;;Independent Director;Yes;Clay Jones joined this role in 18 May 2015;21174;Yes;60907
MOTOROLA SOLUTIONS INC;MSI;01/12/2018;Audit;Greg Mondre;Financial Expert;;Independent Director;Yes;Greg Mondre joined this role in 16 May 2017;21174;Yes;642225
MURPHY OIL CORP;MUR;01/12/2018;Audit;Neal Schmale;Financial Expert;CFO(1);Independent Director;Yes;Neal Schmale joined this role in 09 May 2007;21371;Yes;56802
MURPHY OIL CORP;MUR;01/12/2018;Audit;Neal Schmale;Financial Expert;Executive VP/CFO(4);Independent Director;Yes;Neal Schmale joined this role in 09 May 2007;21371;Yes;56802
MURPHY OIL CORP;MUR;01/12/2018;Audit;Robert Murphy;Chairman;Executive VP/CFO(1);Independent Director;Yes;Robert Murphy joined this role in 08 May 2002;21371;Yes;60441
MURPHY OIL CORP;MUR;01/12/2018;Audit;Larry Dickerson;Member;VP/CFO(1);Independent Director;Yes;Larry Dickerson joined this role in 13 May 2015;21371;Yes;78802
MURPHY OIL CORP;MUR;01/12/2018;Audit;Laura Sugg;Member;;Independent Director;Yes;Laura Sugg joined this role in 11 May 2016;21371;Yes;1054233
NABORS INDUSTRIES LTD (Nabors Industries prior to 06/2002);NBR;01/12/2018;Audit;John Yearwood;Financial Expert;FD(1);Lead Independent Director;Yes;John Yearwood joined this role in 07 Jun 2011;21454;Yes;484842
NABORS INDUSTRIES LTD (Nabors Industries prior to 06/2002);NBR;01/12/2018;Audit;Tanya Beder;Financial Expert;;Independent Director;Yes;Tanya Beder joined this role in 27 Oct 2017;21454;Yes;1197610
NABORS INDUSTRIES LTD (Nabors Industries prior to 06/2002);NBR;01/12/2018;Audit;John Kotts;Chairman / Financial Expert;;Independent Director;Yes;John Kotts joined this role in 03 Jun 2014;21454;Yes;1323205
NOV INC (National Oilwell Varco Inc prior to 01/2021);NOV;01/12/2018;Audit;Jim Hackett;Financial Expert;;Lead Independent Director;Yes;Jim Hackett departed in 11 May 2018;21553;Yes;67067
NOV INC (National Oilwell Varco Inc prior to 01/2021);NOV;01/12/2018;Audit;David Harrison;Chairman / Financial Expert;Executive VP/CFO(4);Independent Director;Outside;David Harrison joined this role in 13 Aug 2003;21553;Yes;106631
NOV INC (National Oilwell Varco Inc prior to 01/2021);NOV;01/12/2018;Audit;Bill Thomas;Financial Expert;;Independent Director;Yes;Bill Thomas joined this role in 02 Nov 2015;21553;Yes;534761
NOV INC (National Oilwell Varco Inc prior to 01/2021);NOV;01/12/2018;Audit;Melody Meyer;Financial Expert;;Independent Director;Yes;Melody Meyer joined this role in 11 May 2018;21553;Yes;894107
NOV INC (National Oilwell Varco Inc prior to 01/2021);NOV;01/12/2018;Audit;Marcela Donadio;Financial Expert;;Independent Director;Yes;Marcela Donadio joined this role in 14 May 2014;21553;Yes;1384592
NEWELL BRANDS INC (Newell Rubbermaid Inc prior to 04/2016);NWL;01/12/2018;Audit;Pat Campbell;Member;;Independent Chairman;Yes;Pat Campbell departed in 23 Apr 2018;22048;Yes;33902
NEWELL BRANDS INC (Newell Rubbermaid Inc prior to 04/2016);NWL;01/12/2018;Audit;Judy Sprieser;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Judy Sprieser joined this role in 15 May 2018;22048;Yes;34925
NEWELL BRANDS INC (Newell Rubbermaid Inc prior to 04/2016);NWL;01/12/2018;Audit;Ray Viault;Financial Expert;;Independent Director;Outside;Ray Viault departed in 18 Mar 2018;22048;Yes;36215
NEWELL BRANDS INC (Newell Rubbermaid Inc prior to 04/2016);NWL;01/12/2018;Audit;Mike Todman;Financial Expert;;Independent Director;Yes;Mike Todman joined this role in 29 Jan 2007;22048;Yes;62802
NEWELL BRANDS INC (Newell Rubbermaid Inc prior to 04/2016);NWL;01/12/2018;Audit;Gerry Lopez;Member;;Independent Director;Yes;Gerry Lopez joined this role in 23 Apr 2018;22048;Yes;220742
NEWELL BRANDS INC (Newell Rubbermaid Inc prior to 04/2016);NWL;01/12/2018;Audit;Steve Strobel;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Steve Strobel joined this role in 07 May 2013;22048;Yes;485591
NEWELL BRANDS INC (Newell Rubbermaid Inc prior to 04/2016);NWL;01/12/2018;Audit;Steve Strobel;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Steve Strobel joined this role in 07 May 2013;22048;Yes;485591
NEWELL BRANDS INC (Newell Rubbermaid Inc prior to 04/2016);NWL;01/12/2018;Audit;Brett Icahn;Member;;Independent Director;Yes;Brett Icahn joined this role in 18 Mar 2018;22048;Yes;514637
NEWMONT CORP (Newmont Goldcorp Corp prior to 01/2020);NEM;01/12/2018;Audit;Doctor René Médori;Financial Expert;CFO(1);Independent Director;Yes;Doctor René Médori joined this role in 25 Apr 2018;22069;Yes;12769
NEWMONT CORP (Newmont Goldcorp Corp prior to 01/2020);NEM;01/12/2018;Audit;Doctor René Médori;Financial Expert;CFO(1);Independent Director;Yes;Doctor René Médori joined this role in 25 Apr 2018;22069;Yes;12769
NEWMONT CORP (Newmont Goldcorp Corp prior to 01/2020);NEM;01/12/2018;Audit;Doctor René Médori;Financial Expert;FD(1);Independent Director;Yes;Doctor René Médori joined this role in 25 Apr 2018;22069;Yes;12769
NEWMONT CORP (Newmont Goldcorp Corp prior to 01/2020);NEM;01/12/2018;Audit;Doctor René Médori;Financial Expert;FD(1);Independent Director;Yes;Doctor René Médori joined this role in 25 Apr 2018;22069;Yes;12769
NEWMONT CORP (Newmont Goldcorp Corp prior to 01/2020);NEM;01/12/2018;Audit;Doctor René Médori;Financial Expert;GFD(1);Independent Director;Yes;Doctor René Médori joined this role in 25 Apr 2018;22069;Yes;12769
NEWMONT CORP (Newmont Goldcorp Corp prior to 01/2020);NEM;01/12/2018;Audit;Doctor René Médori;Financial Expert;GFD(1);Independent Director;Yes;Doctor René Médori joined this role in 25 Apr 2018;22069;Yes;12769
NEWMONT CORP (Newmont Goldcorp Corp prior to 01/2020);NEM;01/12/2018;Audit;Julio Quintana;Member;;Independent Director;Yes;Julio Quintana joined this role in 27 Oct 2015;22069;Yes;374198
NEWMONT CORP (Newmont Goldcorp Corp prior to 01/2020);NEM;01/12/2018;Audit;Julio Quintana;Member;;Independent Director;Yes;Julio Quintana joined this role in 27 Oct 2015;22069;Yes;374198
NEWMONT CORP (Newmont Goldcorp Corp prior to 01/2020);NEM;01/12/2018;Audit;Bruce Brook;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Bruce Brook joined this role in 20 Apr 2016;22069;Yes;430018
NEWMONT CORP (Newmont Goldcorp Corp prior to 01/2020);NEM;01/12/2018;Audit;Bruce Brook;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Bruce Brook joined this role in 20 Apr 2016;22069;Yes;430018
NEWMONT CORP (Newmont Goldcorp Corp prior to 01/2020);NEM;01/12/2018;Audit;Jude Bucknor;Financial Expert;;Independent Director;Yes;Jude Bucknor joined this role in 24 Jul 2012;22069;Yes;1254910
NEWMONT CORP (Newmont Goldcorp Corp prior to 01/2020);NEM;01/12/2018;Audit;Jude Bucknor;Financial Expert;;Independent Director;Yes;Jude Bucknor joined this role in 24 Jul 2012;22069;Yes;1254910
NISOURCE INC (NIPSCO Industries Inc prior to 04/1999);NI;01/12/2018;Audit;Doctor Carolyn Woo;Member;;Independent Director;Yes;Doctor Carolyn Woo joined this role in 12 May 2015;22260;Yes;50121
NISOURCE INC (NIPSCO Industries Inc prior to 04/1999);NI;01/12/2018;Audit;Richard Abdoo;Member;;Independent Director;Yes;Richard Abdoo departed in 08 May 2018;22260;Yes;54072
NISOURCE INC (NIPSCO Industries Inc prior to 04/1999);NI;01/12/2018;Audit;Mike Jesanis;Chairman / Financial Expert;;Independent Director;Yes;Mike Jesanis joined this role in 01 Jul 2015;22260;Yes;106620
NISOURCE INC (NIPSCO Industries Inc prior to 04/1999);NI;01/12/2018;Audit;Kevin Kabat;Financial Expert;;Independent Vice Chairman;Yes;Kevin Kabat joined this role in 08 May 2018;22260;Yes;203640
NISOURCE INC (NIPSCO Industries Inc prior to 04/1999);NI;01/12/2018;Audit;Wayne DeVeydt;Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Wayne DeVeydt joined this role in 08 May 2018;22260;Yes;487388
NISOURCE INC (NIPSCO Industries Inc prior to 04/1999);NI;01/12/2018;Audit;Theo Bunting Jr;Financial Expert;VP/CFO(7);Independent Director;Yes;Theo Bunting Jr joined this role in 23 Oct 2018;22260;Yes;533895
NISOURCE INC (NIPSCO Industries Inc prior to 04/1999);NI;01/12/2018;Audit;Eric Butler;Member;;Independent Director;Yes;Eric Butler joined this role in 08 May 2018;22260;Yes;1194145
NOBLE ENERGY INC (Noble Affiliates prior to 05/2002) (De-listed 10/2020);NBL;01/12/2018;Audit;Mike Cawley;Member;;Lead Independent Director;Yes;Mike Cawley joined this role in Jan 2000;22312;Yes;59661
NOBLE ENERGY INC (Noble Affiliates prior to 05/2002) (De-listed 10/2020);NBL;01/12/2018;Audit;Ed Cox;Member;;Independent Director;Yes;Ed Cox joined this role in 25 Apr 2017;22312;Yes;86087
NOBLE ENERGY INC (Noble Affiliates prior to 05/2002) (De-listed 10/2020);NBL;01/12/2018;Audit;Kirby Hedrick;Member;;Independent Director;Yes;Kirby Hedrick departed in 24 Apr 2018;22312;Yes;86152
NOBLE ENERGY INC (Noble Affiliates prior to 05/2002) (De-listed 10/2020);NBL;01/12/2018;Audit;Bill van Kleef;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Bill van Kleef joined this role in 25 Apr 2006;22312;Yes;221632
NOBLE ENERGY INC (Noble Affiliates prior to 05/2002) (De-listed 10/2020);NBL;01/12/2018;Audit;Bill van Kleef;Chairman / Financial Expert;VP/CFO(1);Independent Director;Yes;Bill van Kleef joined this role in 25 Apr 2006;22312;Yes;221632
NOBLE ENERGY INC (Noble Affiliates prior to 05/2002) (De-listed 10/2020);NBL;01/12/2018;Audit;Barbara Duganier;Member;CFO(1);Independent Director;Yes;Barbara Duganier joined this role in 24 Jul 2018;22312;Yes;1341094
NORFOLK SOUTHERN CORP;NSC;01/12/2018;Audit;Mike Lockhart;Financial Expert;;Independent Director;Yes;Mike Lockhart joined this role in 22 Sep 2008;22412;Yes;270537
NORFOLK SOUTHERN CORP;NSC;01/12/2018;Audit;Amy Miles;Chairwoman / Financial Expert;;Independent Director;Yes;Amy Miles joined this role in 12 May 2016;22412;Yes;323115
NORFOLK SOUTHERN CORP;NSC;01/12/2018;Audit;John Thompson;Financial Expert;;Independent Director;Yes;John Thompson joined this role in 18 Feb 2013;22412;Yes;326644
NORFOLK SOUTHERN CORP;NSC;01/12/2018;Audit;Marty Nesbitt;Financial Expert;;Independent Director;Yes;Marty Nesbitt joined this role in 18 Feb 2013;22412;Yes;1070916
NORFOLK SOUTHERN CORP;NSC;01/12/2018;Audit;Marcela Donadio;Financial Expert;;Independent Director;Yes;Marcela Donadio joined this role in 28 Nov 2016;22412;Yes;1384592
NORTHERN TRUST CORP;NTRS;01/12/2018;Audit;Martin Slark;Financial Expert;;Independent Director;Yes;Martin Slark joined this role in 25 Apr 2017;22509;Yes;61127
NORTHERN TRUST CORP;NTRS;01/12/2018;Audit;Don Thompson;Financial Expert;;Independent Director;Yes;Don Thompson joined this role in 25 Apr 2017;22509;Yes;534948
NORTHERN TRUST CORP;NTRS;01/12/2018;Audit;Jay Henderson;Financial Expert;;Independent Director;Yes;Jay Henderson joined this role in 17 Apr 2018;22509;Yes;840115
NORTHERN TRUST CORP;NTRS;01/12/2018;Audit;Dean Harrison;Financial Expert;;Independent Director;Yes;Dean Harrison joined this role in 25 Apr 2017;22509;Yes;1000924
NORTHERN TRUST CORP;NTRS;01/12/2018;Audit;Dave Smith Jr;Chairman / Financial Expert;;Independent Director;Yes;Dave Smith Jr joined this role in 2014;22509;Yes;1056353
NORTHROP GRUMMAN CORP;NOC;01/12/2018;Audit;Ann Fudge;Member;;Independent Director;Yes;Ann Fudge joined this role in 18 May 2016;22521;Yes;32333
NORTHROP GRUMMAN CORP;NOC;01/12/2018;Audit;Bill Hernandez;Chairman / Financial Expert;;Independent Director;Yes;Bill Hernandez joined this role in 2014;22521;Yes;36120
NORTHROP GRUMMAN CORP;NOC;01/12/2018;Audit;The Hon. Vic Fazio Jr;Member;;Independent Director;Outside;The Hon. Vic Fazio Jr departed in 16 May 2018;22521;Yes;39071
NORTHROP GRUMMAN CORP;NOC;01/12/2018;Audit;Madeleine Kleiner;Financial Expert;;Independent Director;Yes;Madeleine Kleiner joined this role in 20 Oct 2008;22521;Yes;57457
NORTHROP GRUMMAN CORP;NOC;01/12/2018;Audit;Jim Turley;Financial Expert;;Independent Director;Yes;Jim Turley joined this role in 19 Feb 2015;22521;Yes;997345
NORTHROP GRUMMAN CORP;NOC;01/12/2018;Audit;Marianne Brown;Member;;Independent Director;Yes;Marianne Brown departed in 16 May 2018;22521;Yes;1268764
NORTHROP GRUMMAN CORP;NOC;01/12/2018;Audit;General Mark Welsh III;Member;;Independent Director;Yes;General Mark Welsh III joined this role in 08 Dec 2016;22521;Yes;1701326
NRG ENERGY INC;NRG;01/12/2018;Audit;Tom Weidemeyer;Member;;Independent Director;Yes;Tom Weidemeyer departed in 19 Mar 2018;22626;Yes;33374
NRG ENERGY INC;NRG;01/12/2018;Audit;Terry Dallas;Financial Expert;CFO(1);Independent Director;Yes;Terry Dallas departed in 19 Mar 2018;22626;Yes;51701
NRG ENERGY INC;NRG;01/12/2018;Audit;Terry Dallas;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Terry Dallas departed in 19 Mar 2018;22626;Yes;51701
NRG ENERGY INC;NRG;01/12/2018;Audit;Bill Hantke;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Bill Hantke joined this role in 14 May 2008;22626;Yes;204664
NRG ENERGY INC;NRG;01/12/2018;Audit;Walt Young Jr;Financial Expert;;Independent Director;Yes;Walt Young Jr departed in 06 Mar 2018;22626;Yes;320715
NRG ENERGY INC;NRG;01/12/2018;Audit;Anne Schaumburg;Financial Expert;;Independent Director;Yes;Anne Schaumburg joined this role in 19 Mar 2018;22626;Yes;340990
NRG ENERGY INC;NRG;01/12/2018;Audit;Matt Carter Jr;Member;;Independent Director;Yes;Matt Carter Jr joined this role in 19 Mar 2018;22626;Yes;1057015
NRG ENERGY INC;NRG;01/12/2018;Audit;Commander Barry Smitherman;Member;;Independent Director;Yes;Commander Barry Smitherman departed in 06 Mar 2018;22626;Yes;1615727
NUCOR CORP;NUE;01/12/2018;Audit;Bernard Kasriel;Member;;Independent Director;Yes;Bernard Kasriel departed in 05 Jan 2018;22688;Yes;6967
NUCOR CORP;NUE;01/12/2018;Audit;Laurette Koellner;Chairman / Financial Expert;;Independent Director;Yes;Laurette Koellner joined this role in 10 May 2018;22688;Yes;34700
NUCOR CORP;NUE;01/12/2018;Audit;Doctor Victoria Haynes;Member;;Independent Director;Yes;Doctor Victoria Haynes joined this role in Jan 2000;22688;Yes;66152
NUCOR CORP;NUE;01/12/2018;Audit;Greg Hayes;Chairman / Financial Expert;;Independent Director;Yes;Greg Hayes departed in 10 May 2018;22688;Yes;203663
NUCOR CORP;NUE;01/12/2018;Audit;Christopher Kearney;Member;;Independent Director;Yes;Christopher Kearney joined this role in 01 Oct 2008;22688;Yes;204387
NUCOR CORP;NUE;01/12/2018;Audit;John Walker;Member;;Lead Independent Director;Yes;John Walker joined this role in 01 Jan 2008;22688;Yes;270784
NUCOR CORP;NUE;01/12/2018;Audit;Patrick Dempsey;Member;;Independent Director;Yes;Patrick Dempsey joined this role in 01 Dec 2016;22688;Yes;487474
NUCOR CORP;NUE;01/12/2018;Audit;General Lloyd Austin III;Member;;Independent Director;Yes;General Lloyd Austin III joined this role in 18 Sep 2017;22688;Yes;1727737
OCCIDENTAL PETROLEUM CORP;OXY;01/12/2018;Audit;Howard Atkins;Financial Expert;CFO(1);Independent Director;Yes;Howard Atkins joined this role in 06 May 2011;22899;Yes;33212
OCCIDENTAL PETROLEUM CORP;OXY;01/12/2018;Audit;Howard Atkins;Financial Expert;Executive VP/CFO(3);Independent Director;Yes;Howard Atkins joined this role in 06 May 2011;22899;Yes;33212
OCCIDENTAL PETROLEUM CORP;OXY;01/12/2018;Audit;Howard Atkins;Financial Expert;Senior Executive VP/CFO(1);Independent Director;Yes;Howard Atkins joined this role in 06 May 2011;22899;Yes;33212
OCCIDENTAL PETROLEUM CORP;OXY;01/12/2018;Audit;The Hon. Carlos Gutierrez;Financial Expert;;Independent Director;Yes;The Hon. Carlos Gutierrez joined this role in 12 May 2017;22899;Yes;34576
OCCIDENTAL PETROLEUM CORP;OXY;01/12/2018;Audit;Dick Poladian;Chairman / Financial Expert;;Independent Director;Yes;Dick Poladian joined this role in 03 May 2013;22899;Yes;310266
OCCIDENTAL PETROLEUM CORP;OXY;01/12/2018;Audit;Elisse Walter;Financial Expert;;Independent Director;Yes;Elisse Walter joined this role in 12 May 2017;22899;Yes;1281794
OMNICOM GROUP INC;OMC;01/12/2018;Audit;Gracia Martore;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Gracia Martore joined this role in 13 Jul 2017;23113;Yes;35234
OMNICOM GROUP INC;OMC;01/12/2018;Audit;Doctor Mary Choksi;Chair/Financial Expert;;Independent Director;Yes;Doctor Mary Choksi joined this role in 25 May 2017;23113;Yes;35446
OMNICOM GROUP INC;OMC;01/12/2018;Audit;Reg Murphy;Member;;Independent Director;Yes;Reg Murphy departed in 22 May 2018;23113;Yes;35566
OMNICOM GROUP INC;OMC;01/12/2018;Audit;Professor Doctor Bob Clark;Financial Expert;;Independent Director;Yes;Professor Doctor Bob Clark joined this role in May 2003;23113;Yes;35595
OMNICOM GROUP INC;OMC;01/12/2018;Audit;Debbie Kissire;Financial Expert;;Independent Director;Yes;Debbie Kissire joined this role in 01 Mar 2016;23113;Yes;1000444
OMNICOM GROUP INC;OMC;01/12/2018;Audit;Valerie Williams;Financial Expert;;Independent Director;Yes;Valerie Williams joined this role in 18 Oct 2016;23113;Yes;1804973
ONEOK INC (WAI Inc prior to 11/1997);OKE;01/12/2018;Audit;Doctor Gary Parker;Financial Expert;;Independent Director;Outside;Doctor Gary Parker joined this role in 24 May 2017;23165;Yes;104437
ONEOK INC (WAI Inc prior to 11/1997);OKE;01/12/2018;Audit;Randy Larson;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Randy Larson joined this role in 24 May 2017;23165;Yes;270286
