BoardName;Ticker;AnnualReportDate;CommitteeName;DirectorName;CommitteeRoleName;FunctionalExperience;BoardRole;BrdPosition;DirRoleStatus;BoardID;NED;DirectorID;TenureSince
OMNICOM GROUP INC;OMC;01/12/2017;Audit;Debbie Kissire;Financial Expert;;Independent Director;Yes;Debbie Kissire joined this role in 01 Mar 2016;23113;Yes;1000444;
OMNICOM GROUP INC;OMC;01/12/2017;Audit;Valerie Williams;Financial Expert;;Independent Director;Yes;Valerie Williams joined this role in 18 Oct 2016;23113;Yes;1804973;
ONEOK INC (WAI Inc prior to 11/1997);OKE;01/12/2017;Audit;Doctor Gary Parker;Financial Expert;;Independent Director;Outside;Doctor Gary Parker joined this role in 24 May 2017;23165;Yes;104437;
ONEOK INC (WAI Inc prior to 11/1997);OKE;01/12/2017;Audit;Julie Edwards;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Julie Edwards departed in 24 May 2017;23165;Yes;183731;
ONEOK INC (WAI Inc prior to 11/1997);OKE;01/12/2017;Audit;Randy Larson;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Randy Larson joined this role in 24 May 2017;23165;Yes;270286;
ONEOK INC (WAI Inc prior to 11/1997);OKE;01/12/2017;Audit;Jim Mogg;Financial Expert;;Lead Independent Director;Yes;Jim Mogg joined this role in 24 May 2017;23165;Yes;333761;
ONEOK INC (WAI Inc prior to 11/1997);OKE;01/12/2017;Audit;Brian Derksen;Vice Chairman / Financial Expert;;Independent Director;Yes;Brian Derksen joined this role in 24 May 2017;23165;Yes;841481;
O'REILLY AUTOMOTIVE INC;ORLY;01/12/2017;Audit;Jay Burchfield;Member;;Independent Director;Outside;Jay Burchfield joined this role in 04 May 2010;23350;Yes;102857;
O'REILLY AUTOMOTIVE INC;ORLY;01/12/2017;Audit;Paul Lederer;Member;;Lead Independent Director;Outside;Paul Lederer joined this role in Jan 2000;23350;Yes;102867;
O'REILLY AUTOMOTIVE INC;ORLY;01/12/2017;Audit;John Murphy;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Outside;John Murphy joined this role in 19 Dec 2003;23350;Yes;183682;
O'REILLY AUTOMOTIVE INC;ORLY;01/12/2017;Audit;Ron Rashkow;Member;;Independent Director;Outside;Ron Rashkow joined this role in 19 Dec 2003;23350;Yes;183683;
O'REILLY AUTOMOTIVE INC;ORLY;01/12/2017;Audit;Tom Hendrickson;Member;CFO(1);Independent Director;Yes;Tom Hendrickson joined this role in 07 May 2013;23350;Yes;453232;
O'REILLY AUTOMOTIVE INC;ORLY;01/12/2017;Audit;Dana Perlman;Member;;Independent Director;Yes;Dana Perlman joined this role in 09 Nov 2017;23350;Yes;1120918;
O-I GLASS INC (Owens-Illinois Inc prior to 12/2019);OI;01/12/2017;Audit;Alan Murray;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Alan Murray joined this role in 11 May 2017;23508;Yes;9531;
O-I GLASS INC (Owens-Illinois Inc prior to 12/2019);OI;01/12/2017;Audit;Alan Murray;Chairman / Financial Expert;FD(1);Independent Director;Yes;Alan Murray joined this role in 11 May 2017;23508;Yes;9531;
O-I GLASS INC (Owens-Illinois Inc prior to 12/2019);OI;01/12/2017;Audit;Peter Hellman;Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Peter Hellman joined this role in 11 May 2017;23508;Yes;52297;
O-I GLASS INC (Owens-Illinois Inc prior to 12/2019);OI;01/12/2017;Audit;Joe Rupp;Member;;Independent Director;Yes;Joe Rupp joined this role in 10 Oct 2017;23508;Yes;180160;
O-I GLASS INC (Owens-Illinois Inc prior to 12/2019);OI;01/12/2017;Audit;Dennis Williams;Member;;Independent Director;Yes;Dennis Williams joined this role in 12 Jul 2017;23508;Yes;181591;
O-I GLASS INC (Owens-Illinois Inc prior to 12/2019);OI;01/12/2017;Audit;Joe DeAngelo;Member;;Independent Director;Yes;Joe DeAngelo departed in 13 Jul 2017;23508;Yes;204775;
O-I GLASS INC (Owens-Illinois Inc prior to 12/2019);OI;01/12/2017;Audit;Hari Nair;Member;;Independent Director;Yes;Hari Nair joined this role in 26 Sep 2013;23508;Yes;271112;
PACCAR INC;PCAR;01/12/2017;Audit;Dame Alison Carnwath;Financial Expert;;Independent Director;Yes;Dame Alison Carnwath joined this role in 21 Apr 2015;23563;Yes;2615;
PACCAR INC;PCAR;01/12/2017;Audit;Rod McGeary;Chairman / Financial Expert;;Independent Director;Yes;Rod McGeary joined this role in 21 Apr 2015;23563;Yes;90826;
PACCAR INC;PCAR;01/12/2017;Audit;Greg Spierkel;Financial Expert;;Independent Director;Yes;Greg Spierkel joined this role in 20 Apr 2011;23563;Yes;206513;
PACCAR INC;PCAR;01/12/2017;Audit;Luiz Kaufmann;Financial Expert;;Independent Director;Yes;Luiz Kaufmann joined this role in 10 Jul 2012;23563;Yes;777989;
PEPSICO INC;PEP;01/12/2017;Audit;Sir George Buckley;Financial Expert;;Independent Director;Yes;Sir George Buckley joined this role in 19 Sep 2012;24151;Yes;34358;
PEPSICO INC;PEP;01/12/2017;Audit;Bill Johnson;Financial Expert;;Independent Director;Yes;Bill Johnson joined this role in 23 Mar 2015;24151;Yes;35331;
PEPSICO INC;PEP;01/12/2017;Audit;Bob Pohlad;Member;;Independent Director;Yes;Bob Pohlad departed in 09 Mar 2017;24151;Yes;105017;
PEPSICO INC;PEP;01/12/2017;Audit;Ambassador Richard Fisher;Financial Expert;;Independent Director;Yes;Ambassador Richard Fisher joined this role in 23 Mar 2015;24151;Yes;184024;
PEPSICO INC;PEP;01/12/2017;Audit;Alberto Weisser;Chairman / Financial Expert;CFO(2);Independent Director;Yes;Alberto Weisser joined this role in 04 May 2016;24151;Yes;202712;
PEPSICO INC;PEP;01/12/2017;Audit;Cesar Conde Jr;Member;;Independent Director;Yes;Cesar Conde Jr joined this role in 04 Mar 2016;24151;Yes;1037955;
PEPSICO INC;PEP;01/12/2017;Audit;Darren Walker;Member;;Independent Director;Yes;Darren Walker departed in 09 Mar 2017;24151;Yes;1335103;
PERRIGO COMPANY PLC (Perrigo Co prior to 12/2013);PRGO;01/12/2017;Audit;Rolf Classon;Financial Expert;;Independent Director;Yes;Rolf Classon joined this role in 20 Jul 2017;24205;Yes;28193;
PERRIGO COMPANY PLC (Perrigo Co prior to 12/2013);PRGO;01/12/2017;Audit;Jeff Kindler;Financial Expert;;Independent Director;Yes;Jeff Kindler departed in 20 Jul 2017;24205;Yes;31802;
PERRIGO COMPANY PLC (Perrigo Co prior to 12/2013);PRGO;01/12/2017;Audit;Gary Kunkle Jr;Member;;Independent Director;Yes;Gary Kunkle Jr departed in 06 Feb 2017;24205;Yes;67717;
PERRIGO COMPANY PLC (Perrigo Co prior to 12/2013);PRGO;01/12/2017;Audit;Laurie Brlas;Financial Expert;Executive VP/CFO(2);Independent Chairman;Yes;Laurie Brlas departed in 06 Feb 2017;24205;Yes;183308;
PERRIGO COMPANY PLC (Perrigo Co prior to 12/2013);PRGO;01/12/2017;Audit;Donal O'Connor;Chairman / Financial Expert;;Independent Director;Yes;Donal O'Connor joined this role in Jan 2017;24205;Yes;622235;
PERRIGO COMPANY PLC (Perrigo Co prior to 12/2013);PRGO;01/12/2017;Audit;Ellen Hoffing;Financial Expert;;Independent Director;Yes;Ellen Hoffing departed in 06 Feb 2017;24205;Yes;640299;
PERRIGO COMPANY PLC (Perrigo Co prior to 12/2013);PRGO;01/12/2017;Audit;Ted Samuels II;Member;;Independent Director;Yes;Ted Samuels II departed in 02 May 2017;24205;Yes;1072392;
PERRIGO COMPANY PLC (Perrigo Co prior to 12/2013);PRGO;01/12/2017;Audit;Geoff Parker;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Geoff Parker joined this role in 07 Nov 2016;24205;Yes;1078209;
PERRIGO COMPANY PLC (Perrigo Co prior to 12/2013);PRGO;01/12/2017;Audit;Andi Karaboutis;Member;;Independent Director;Yes;Andi Karaboutis departed in 20 Jul 2017;24205;Yes;1143326;
PFIZER INC;PFE;01/12/2017;Audit;W Cornwell;Financial Expert;;Independent Director;Outside;W Cornwell joined this role in 28 Apr 2016;24296;Yes;31583;
PFIZER INC;PFE;01/12/2017;Audit;Steve Sanger;Financial Expert;;Independent Director;Yes;Steve Sanger joined this role in 14 Dec 2009;24296;Yes;34881;
PFIZER INC;PFE;01/12/2017;Audit;Jim Smith;Financial Expert;;Independent Director;Yes;Jim Smith joined this role in 28 Apr 2016;24296;Yes;337999;
PFIZER INC;PFE;01/12/2017;Audit;Suzanne Johnson;Chair/Financial Expert;;Independent Director;Yes;Suzanne Johnson joined this role in 28 Apr 2016;24296;Yes;541536;
PFIZER INC;PFE;01/12/2017;Audit;Joe Echevarria Jr;Financial Expert;;Independent Director;Yes;Joe Echevarria Jr joined this role in 25 Jun 2015;24296;Yes;1258601;
PG&E CORP;PCG;01/12/2017;Audit;Forrest Miller;Financial Expert;;Independent Director;Yes;Forrest Miller joined this role in 30 May 2017;24303;Yes;33067;
PG&E CORP;PCG;01/12/2017;Audit;Maryellen Herringer;Member;;Independent Director;Yes;Maryellen Herringer departed in 30 May 2017;24303;Yes;36670;
PG&E CORP;PCG;01/12/2017;Audit;Dick Kelly;Financial Expert;CFO(1);Independent Chairman;Yes;Dick Kelly joined this role in 19 Jun 2013;24303;Yes;57227;
PG&E CORP;PCG;01/12/2017;Audit;Dick Kelly;Financial Expert;Executive VP/CFO(2);Independent Chairman;Yes;Dick Kelly joined this role in 19 Jun 2013;24303;Yes;57227;
PG&E CORP;PCG;01/12/2017;Audit;Dick Kelly;Financial Expert;VP/CFO(1);Independent Chairman;Yes;Dick Kelly joined this role in 19 Jun 2013;24303;Yes;57227;
PG&E CORP;PCG;01/12/2017;Audit;Lewis Chew;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Lewis Chew joined this role in 30 May 2017;24303;Yes;275689;
PG&E CORP;PCG;01/12/2017;Audit;Eric Mullins;Financial Expert;;Independent Director;Yes;Eric Mullins joined this role in 20 Sep 2016;24303;Yes;805931;
ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003);MO;01/12/2017;Audit;Tom Jones;Member;Executive VP/CFO(1);Independent Director;Yes;Tom Jones departed in 17 May 2017;24343;Yes;32199;
ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003);MO;01/12/2017;Audit;Professor Doctor John Casteen III;Member;;Independent Director;Yes;Professor Doctor John Casteen III joined this role in 20 May 2010;24343;Yes;33642;
ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003);MO;01/12/2017;Audit;Kathryn McQuade;Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Kathryn McQuade joined this role in 18 May 2017;24343;Yes;48591;
ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003);MO;01/12/2017;Audit;George Muñoz;Chairman / Financial Expert;;Independent Director;Yes;George Muñoz joined this role in 28 Mar 2008;24343;Yes;55401;
ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003);MO;01/12/2017;Audit;Debra Kelly-Ennis;Member;;Independent Director;Yes;Debra Kelly-Ennis joined this role in 14 May 2014;24343;Yes;64887;
ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003);MO;01/12/2017;Audit;Ginny Shanks;Member;;Independent Director;Yes;Ginny Shanks joined this role in 18 May 2017;24343;Yes;203858;
PINNACLE WEST CAPITAL CORP;PNW;01/12/2017;Audit;Humberto Lopez;Member;;Independent Director;Yes;Humberto Lopez joined this role in Jan 2000;24493;Yes;140503;
PINNACLE WEST CAPITAL CORP;PNW;01/12/2017;Audit;Bruce Nordstrom;Chairman / Financial Expert;;Independent Director;Yes;Bruce Nordstrom joined this role in 17 May 2006;24493;Yes;140506;
PINNACLE WEST CAPITAL CORP;PNW;01/12/2017;Audit;Rick Fox;Financial Expert;VP/CFO(1);Independent Director;Yes;Rick Fox joined this role in 20 May 2015;24493;Yes;201613;
PINNACLE WEST CAPITAL CORP;PNW;01/12/2017;Audit;Doctor Denis Cortese;Member;;Independent Director;Yes;Doctor Denis Cortese joined this role in 19 May 2010;24493;Yes;988164;
PINNACLE WEST CAPITAL CORP;PNW;01/12/2017;Audit;David Wagener;Member;;Independent Director;Yes;David Wagener joined this role in 21 May 2014;24493;Yes;1074127;
PINNACLE WEST CAPITAL CORP;PNW;01/12/2017;Audit;Doctor Dale Klein;Member;;Independent Director;Yes;Doctor Dale Klein joined this role in 01 Jun 2010;24493;Yes;1080875;
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2017;Audit;Frank Risch;Chairman / Financial Expert;;Independent Director;Yes;Frank Risch joined this role in 28 May 2014;24506;Yes;32036;
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2017;Audit;Frank Risch;Chairman / Financial Expert;;Independent Director;Yes;Frank Risch joined this role in 28 May 2014;24506;Yes;32036;
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2017;Audit;Phoebe Wood;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Phoebe Wood joined this role in 23 Jul 2013;24506;Yes;55977;
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2017;Audit;Phoebe Wood;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Phoebe Wood joined this role in 23 Jul 2013;24506;Yes;55977;
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2017;Audit;Phoebe Wood;Financial Expert;Vice Chairman/CFO(1);Independent Director;Yes;Phoebe Wood joined this role in 23 Jul 2013;24506;Yes;55977;
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2017;Audit;Phoebe Wood;Financial Expert;Vice Chairman/CFO(1);Independent Director;Yes;Phoebe Wood joined this role in 23 Jul 2013;24506;Yes;55977;
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2017;Audit;Phoebe Wood;Financial Expert;VP/CFO(2);Independent Director;Yes;Phoebe Wood joined this role in 23 Jul 2013;24506;Yes;55977;
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2017;Audit;Phoebe Wood;Financial Expert;VP/CFO(2);Independent Director;Yes;Phoebe Wood joined this role in 23 Jul 2013;24506;Yes;55977;
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2017;Audit;Royce Mitchell;Financial Expert;CFO(1);Independent Director;Yes;Royce Mitchell joined this role in 07 Jul 2014;24506;Yes;328626;
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2017;Audit;Royce Mitchell;Financial Expert;CFO(1);Independent Director;Yes;Royce Mitchell joined this role in 07 Jul 2014;24506;Yes;328626;
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2017;Audit;Doctor Larry Grillot;Member;;Independent Director;Yes;Doctor Larry Grillot joined this role in 23 Jul 2013;24506;Yes;1322965;
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2017;Audit;Doctor Larry Grillot;Member;;Independent Director;Yes;Doctor Larry Grillot joined this role in 23 Jul 2013;24506;Yes;1322965;
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2017;Audit;Mike Wortley;Member;;Independent Director;Yes;Mike Wortley joined this role in 29 Jun 2015;24506;Yes;1587299;
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2017;Audit;Mike Wortley;Member;;Independent Director;Yes;Mike Wortley joined this role in 29 Jun 2015;24506;Yes;1587299;
PITNEY BOWES INC;PBI;01/12/2017;Audit;David Shedlarz;Chairman / Financial Expert;CFO(1);Independent Director;Yes;David Shedlarz joined this role in 09 May 2005;24531;Yes;31615;
PITNEY BOWES INC;PBI;01/12/2017;Audit;David Shedlarz;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;David Shedlarz joined this role in 09 May 2005;24531;Yes;31615;
PITNEY BOWES INC;PBI;01/12/2017;Audit;Linda Sanford;Member;;Independent Director;Yes;Linda Sanford joined this role in 21 Sep 2015;24531;Yes;32610;
PITNEY BOWES INC;PBI;01/12/2017;Audit;Michael Roth;Financial Expert;Executive VP/CFO(1);Independent Chairman;Yes;Michael Roth joined this role in 09 May 2005;24531;Yes;48701;
PITNEY BOWES INC;PBI;01/12/2017;Audit;Roger Fradin;Member;;Independent Director;Yes;Roger Fradin joined this role in 13 Feb 2012;24531;Yes;106042;
PITNEY BOWES INC;PBI;01/12/2017;Audit;Doug Hutcheson;Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Doug Hutcheson joined this role in 09 Jul 2012;24531;Yes;510934;
PNC FINANCIAL SERVICES GROUP INC;PNC;01/12/2017;Audit;Don Shepard;Member;;Presiding Lead Independent Director;Yes;Don Shepard joined this role in 22 Apr 2008;24669;Yes;16893;
PNC FINANCIAL SERVICES GROUP INC;PNC;01/12/2017;Audit;Greg Wasson;Financial Expert;;Independent Director;Yes;Greg Wasson joined this role in 02 Jul 2015;24669;Yes;34413;
PNC FINANCIAL SERVICES GROUP INC;PNC;01/12/2017;Audit;Rick Kelson;Chairman / Financial Expert;Executive VP/CFO(3);Independent Director;Outside;Rick Kelson joined this role in 28 Apr 2015;24669;Yes;37581;
PNC FINANCIAL SERVICES GROUP INC;PNC;01/12/2017;Audit;Debra Cafaro;Member;;Independent Director;Yes;Debra Cafaro joined this role in 10 Aug 2017;24669;Yes;180625;
PNC FINANCIAL SERVICES GROUP INC;PNC;01/12/2017;Audit;Marjorie Cheshire;Member;;Independent Director;Yes;Marjorie Cheshire joined this role in 12 Nov 2014;24669;Yes;1467991;
POLYMET MINING CORP (De-listed 11/2023);POM;01/12/2017;Audit;Walter Forrest;Financial Expert;;Independent Chairman;Yes;Walter Forrest joined this role in 09 Jul 2013;24744;Yes;320679;
POLYMET MINING CORP (De-listed 11/2023);POM;01/12/2017;Audit;Doctor David Dreisinger;Member;;Independent Director;Yes;Doctor David Dreisinger joined this role in 09 Jul 2013;24744;Yes;531069;
POLYMET MINING CORP (De-listed 11/2023);POM;01/12/2017;Audit;Mike Sill;Chairman;;Independent Director;Yes;Mike Sill joined this role in 09 Jul 2013;24744;Yes;1111639;
POLYMET MINING CORP (De-listed 11/2023);POM;01/12/2017;Audit;Helen Harper;Ex-Officio;;Director - SD;Yes;Helen Harper joined this role in 13 Jul 2016;24744;Yes;1726685;
PPG INDUSTRIES INC;PPG;01/12/2017;Audit;Doctor Victoria Haynes;Financial Expert;;Independent Director;Yes;Doctor Victoria Haynes joined this role in 15 Apr 2010;24887;Yes;66152;
PPG INDUSTRIES INC;PPG;01/12/2017;Audit;Professor Doctor Martin Richenhagen;Chairman / Financial Expert;;Independent Director;Yes;Professor Doctor Martin Richenhagen joined this role in 21 Apr 2016;24887;Yes;183922;
PPG INDUSTRIES INC;PPG;01/12/2017;Audit;Mike Lamach;Financial Expert;;Independent Director;Yes;Mike Lamach joined this role in 16 Apr 2015;24887;Yes;336406;
PPG INDUSTRIES INC;PPG;01/12/2017;Audit;Doctor Gary Heminger;Financial Expert;;Independent Director;Yes;Doctor Gary Heminger joined this role in 20 Jul 2017;24887;Yes;483835;
PPG INDUSTRIES INC;PPG;01/12/2017;Audit;Melanie Healey;Financial Expert;;Independent Director;Yes;Melanie Healey joined this role in 21 Jul 2016;24887;Yes;549246;
PPL CORP;PPL;01/12/2017;Audit;Steve Elliott;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Steve Elliott joined this role in 18 May 2011;24890;Yes;36633;
PPL CORP;PPL;01/12/2017;Audit;Steve Elliott;Chairman / Financial Expert;Vice Chairman/CFO(2);Independent Director;Yes;Steve Elliott joined this role in 18 May 2011;24890;Yes;36633;
PPL CORP;PPL;01/12/2017;Audit;Craig Rogerson;Financial Expert;;Independent Director;Yes;Craig Rogerson joined this role in 17 May 2017;24890;Yes;160131;
PPL CORP;PPL;01/12/2017;Audit;Armando Zagalo de Lima;Financial Expert;;Independent Director;Yes;Armando Zagalo de Lima joined this role in 17 May 2017;24890;Yes;205501;
PPL CORP;PPL;01/12/2017;Audit;Keith Williamson;Financial Expert;;Independent Director;Yes;Keith Williamson joined this role in 17 May 2017;24890;Yes;342066;
PPL CORP;PPL;01/12/2017;Audit;Rod Adkins;Member;;Independent Director;Yes;Rod Adkins joined this role in 01 Jan 2015;24890;Yes;536134;
PPL CORP;PPL;01/12/2017;Audit;Raja Madabhushi;Financial Expert;;Independent Director;Yes;Raja Madabhushi joined this role in 17 May 2017;24890;Yes;883672;
PRAXAIR INC (De-listed 10/2018);PX;01/12/2017;Audit;Raymond LeBoeuf;Chairman / Financial Expert;;Independent Director;Yes;Raymond LeBoeuf joined this role in 26 Apr 2016;24905;Yes;36112;
PRAXAIR INC (De-listed 10/2018);PX;01/12/2017;Audit;Doctor Nance Dicciani;Member;;Independent Director;Yes;Doctor Nance Dicciani joined this role in 24 Apr 2012;24905;Yes;36862;
PRAXAIR INC (De-listed 10/2018);PX;01/12/2017;Audit;Ira Hall;Member;;Independent Director;Yes;Ira Hall departed in 25 Apr 2017;24905;Yes;55976;
PRAXAIR INC (De-listed 10/2018);PX;01/12/2017;Audit;Larry McVay;Member;;Independent Director;Yes;Larry McVay joined this role in 01 Jan 2008;24905;Yes;555269;
T ROWE PRICE GROUP INC;TROW;01/12/2017;Audit;Sandra Wijnberg;Financial Expert;;Independent Director;Yes;Sandra Wijnberg joined this role in 26 Oct 2016;25020;Yes;34371;
T ROWE PRICE GROUP INC;TROW;01/12/2017;Audit;Doctor Freeman Hrabowski III;Member;;Independent Director;Yes;Doctor Freeman Hrabowski III joined this role in 23 Apr 2013;25020;Yes;57667;
